y,x1,x2,x3
27,1.5697515436913818,1.6381569446530193,1.786956907948479
19,1.9615425139199942,1.0578689130488783,1.5955921227578074
46,1.9547507339157164,1.673797813244164,1.984963058726862
24,1.2837795088998973,1.6915447707287967,1.5280434559099376
43,1.7396064978092909,1.7452289597131312,1.5232784177642316
18,1.0707425756845623,1.1240618706215173,1.7864448048640043
18,1.9001195468008518,1.15117178671062,1.0877224092837423
20,1.13342057261616,1.1774306253064424,1.2561119806487113
13,1.5558860776945949,1.0088694677688181,1.3566041202284396
35,1.6004080325365067,1.6337886431720108,1.2490554579999298
22,1.1329610389657319,1.372750885086134,1.1750184877309948
24,1.5093123372644186,1.2777200490236282,1.5729220807552338
15,1.3670499075669795,1.1725085007492453,1.4833931482862681
15,1.0033045473974198,1.2037111413665116,1.8099489691667259
18,1.0479798603337258,1.2218708817381412,1.75051523395814
20,1.8820484501775354,1.2534315045922995,1.3474437976256013
15,1.8235170401167125,1.170097689377144,1.8068744842894375
48,1.413030900992453,1.9216767640318722,1.2517642281018198
22,1.9217332180123776,1.3453134584706277,1.5929635539650917
13,1.477402933407575,1.085109209176153,1.1562157333828509
25,1.474994423566386,1.3778178051579744,1.1751596515532583
28,1.6578360670246184,1.54334351955913,1.2263773009181023
33,1.163320453837514,1.7870109260547906,1.7919632520060986
17,1.0951943711843342,1.320313527714461,1.388376479735598
45,1.8615147923119366,1.838038518326357,1.9112220325041562
38,1.2398791697341949,1.9984704852104187,1.1218470511958003
20,1.5554041319992393,1.2134429924190044,1.9878351569641382
25,1.8494065951090306,1.437296491349116,1.75528792059049
21,1.3496475806459785,1.3787299962714314,1.3107758339028805
47,1.975738595239818,1.9655767085496336,1.0198653580155224
36,1.869405530160293,1.6411165022291243,1.6822830613236874
51,1.7541240509599447,1.8061353338416666,1.4387360666878521
38,1.2236734200268984,1.9190621888265014,1.8837007053662091
17,1.7698164654430002,1.0586224480066448,1.0742437855806202
30,1.8747135843150318,1.4776428556069732,1.4536695559509099
24,1.043793108081445,1.6968827883247286,1.8880362706258893
6,1.1997607070952654,1.0446715094149113,1.7001592416781932
47,1.8537423582747579,1.7568543169181794,1.3046156112104654
24,1.6522541283629835,1.5916737248189747,1.5848908023908734
33,1.869332019239664,1.5101404630113393,1.8704537700396031
30,1.8136365874670446,1.4526017664466053,1.4465235592797399
10,1.36144763790071,1.02548196609132,1.3373730396851897
32,1.0908958460204303,1.9618436093442142,1.5669086086563766
41,1.574655290460214,1.9876274396665394,1.4157649816479534
34,1.6547304135747254,1.6343595581129193,1.8326606648042798
22,1.8222047763410956,1.4255413468927145,1.1537075880914927
22,1.455575515050441,1.2666259051766247,1.6586490431800485
17,1.9843288983684033,1.0805694879963994,1.0010268189944327
25,1.7503983781207353,1.3301415634341538,1.3204509285278618
35,1.13355568703264,1.8940501029137522,1.9501328805927187
19,1.2151735126972198,1.3066751984879375,1.0125525095500052
30,1.8483795376960188,1.4024238411802799,1.0790907654445618
19,1.4653411854524165,1.5737913975026459,1.2132883705198765
29,1.9157677902840078,1.596988384379074,1.9948432589881122
31,1.9165577383246273,1.5700171375647187,1.4920395875815302
19,1.8198545838240534,1.2180712879635394,1.6276341180782765
36,1.5669011576101184,1.820126744452864,1.0059613350313157
15,1.6154771612491459,1.0366557808592916,1.285853998735547
29,1.7948002899065614,1.6255828149151057,1.9864804171957076
29,1.4396965485066175,1.433478938182816,1.7576923249289393
15,1.412587253144011,1.3569261385127902,1.0682749908883125
30,1.565485285129398,1.7736676400527358,1.810763978632167
12,1.151647832011804,1.1734520478639752,1.1228714070748538
37,1.8074608454480767,1.4932089732028544,1.4099183606449515
32,1.495641366345808,1.7371889085043222,1.927543645258993
17,1.1405091830529273,1.511001022765413,1.554208239307627
14,1.1102892791386694,1.475086916005239,1.0142666143365204
32,1.110791063401848,1.5878999405540526,1.9673652811907232
24,1.004714279435575,1.5725373793393373,1.7700655325315893
21,1.238404355244711,1.6549177407287061,1.0799524132162333
54,1.8788228791672736,1.8651255557779223,1.365419848356396
15,1.0772186573594809,1.3968463758938015,1.4804265452548862
41,1.1385385601315647,1.9601161556784064,1.675760691985488
9,1.0475245749112219,1.3808772552292794,1.7864472507499158
19,1.0339188734069467,1.170088279992342,1.810058057308197
28,1.9160890183411539,1.231604878557846,1.078677503624931
44,1.8402003939263523,1.949920209357515,1.1689144410192966
14,1.1788714164867997,1.0835081576369703,1.0367327940184623
19,1.4952679451089352,1.1930440159048885,1.2401423088740557
14,1.3069585270714015,1.074695295188576,1.912195181939751
33,1.2743769618682563,1.6050160080194473,1.001363479765132
20,1.1282438554335386,1.2158428963739425,1.2273004481103271
28,1.429381913272664,1.5879872606601566,1.1682629317510873
18,1.6959449637215585,1.2288976032286882,1.1497625149786472
20,1.3350607184693217,1.3909251792356372,1.6480971612036228
18,1.7012464334256947,1.3479059133678675,1.4855725492816418
43,1.8405349147506058,1.9183794024866074,1.693244319409132
21,1.8826320066582412,1.1120391236618161,1.2896694566588849
20,1.766589350067079,1.2549761435948312,1.9786716597154737
20,1.3220276276115328,1.1866240699309856,1.2881263294257224
27,1.0421170077752322,1.7455435229931027,1.5257645212113857
36,1.8927099222783,1.932968782261014,1.0778222696390003
31,1.6381051451899111,1.494711893843487,1.6785538352560252
33,1.5544931162148714,1.6449936812277883,1.181949716527015
20,1.7663299480918795,1.175802586833015,1.5298044551163912
31,1.0968612944707274,1.6029946461785585,1.801678828895092
50,1.7480164875742048,1.8877576659433544,1.313187195919454
34,1.875217987690121,1.4902094043791294,1.6912734117358923
15,1.00766859552823,1.0183835725765675,1.773044522618875
27,1.9349169854540378,1.1793907922692597,1.2617936325259507
25,1.406965658068657,1.2993911383673549,1.678760153008625
19,1.7887633896898478,1.2769640611950308,1.992143295938149
20,1.9761276245117188,1.0616094244178385,1.5514875198714435
30,1.3334025458898395,1.3553213477134705,1.930684473598376
32,1.7872148209717125,1.5770377540029585,1.2074043448083103
20,1.089360916055739,1.5350315584801137,1.2299590394832194
19,1.0436999020166695,1.604272830300033,1.4839865893591195
28,1.5149337381590158,1.486148978350684,1.461059393826872
14,1.0480893275234848,1.131626568036154,1.7827213569544256
29,1.0891961276065558,1.9645700487308204,1.0006052660755813
48,1.6883255215361714,1.7424615763593465,1.750623380066827
14,1.0348385337274522,1.3668393846601248,1.830732437549159
19,1.430910924449563,1.150825294898823,1.3146712363231927
24,1.7592940512113273,1.2269396733026952,1.7120331600308418
46,1.831796954618767,1.7451168089173734,1.2517115492373705
11,1.3824625168927014,1.050592377781868,1.3093474982306361
28,1.6155548188835382,1.5939932968467474,1.695954847149551
16,1.3449866503942758,1.1532506484072655,1.4230956470128149
31,1.5322787740733474,1.7627807250246406,1.852890213020146
35,1.260009106947109,1.9952810648828745,1.5343999166507274
12,1.5728606223128736,1.1739981106948107,1.5481775163207203
40,1.9058466784190387,1.6191308225970715,1.845543978502974
28,1.5660218785051256,1.537983173970133,1.3770290799438953
32,1.0564868177752942,1.8182582622393966,1.1660436785314232
7,1.1021137454081327,1.321746907196939,1.189248028676957
24,1.3283418559003621,1.5823269367683679,1.8568678160663694
20,1.9906005072407424,1.0709323794580996,1.337503234623
